Date	Open	High	Low	Close	Volume	Dividends	Stock Splits
2019-09-24	48.30400085449219	48.39799880981445	44.52199935913086	44.641998291015625	64457500	0	0.0
2019-09-25	44.9119987487793	45.79600143432617	43.672000885009766	45.7400016784668	47135500	0	0.0
2019-09-26	46.13199996948242	48.6619987487793	45.47999954223633	48.512001037597656	59422500	0	0.0
2019-09-27	48.439998626708984	49.742000579833984	47.74599838256836	48.42599868774414	55582000	0	0.0
2019-09-30	48.599998474121094	48.79600143432617	47.22200012207031	48.17399978637695	29399000	0	0.0
2019-10-01	48.29999923706055	49.189998626708984	47.82600021362305	48.9379997253418	30813000	0	0.0
2019-10-02	48.65800094604492	48.93000030517578	47.88600158691406	48.625999450683594	28157000	0	0.0
2019-10-03	46.37200164794922	46.895999908447266	44.85599899291992	46.60599899291992	75422500	0	0.0
2019-10-04	46.321998596191406	46.95600128173828	45.61399841308594	46.2859992980957	39975000	0	0.0
2019-10-07	45.959999084472656	47.71200180053711	45.709999084472656	47.54399871826172	40321000	0	0.0
2019-10-08	47.17399978637695	48.78799819946289	46.900001525878906	48.0099983215332	43391000	0	0.0
2019-10-09	48.263999938964844	49.459999084472656	48.130001068115234	48.90599822998047	34472000	0	0.0
2019-10-10	49.055999755859375	49.85599899291992	48.316001892089844	48.948001861572266	31416500	0	0.0
2019-10-11	49.43000030517578	50.215999603271484	49.36199951171875	49.577999114990234	42377000	0	0.0
2019-10-14	49.58000183105469	51.709999084472656	49.42599868774414	51.391998291015625	51025000	0	0.0
2019-10-15	51.540000915527344	52.0	50.82400131225586	51.577999114990234	32164000	0	0.0
2019-10-16	51.47800064086914	52.41999816894531	51.38399887084961	51.95000076293945	33420500	0	0.0
2019-10-17	52.5	52.95600128173828	52.034000396728516	52.39400100708008	23846500	0	0.0
2019-10-18	52.13999938964844	52.560001373291016	51.02000045776367	51.38999938964844	28749000	0	0.0
2019-10-21	51.66600036621094	51.900001525878906	50.0359992980957	50.70000076293945	25101500	0	0.0
2019-10-22	50.86399841308594	51.66600036621094	50.16999816894531	51.11600112915039	23004000	0	0.0
2019-10-23	50.900001525878906	51.22800064086914	50.27000045776367	50.93600082397461	26305500	0	0.0
2019-10-24	59.67399978637695	60.986000061035156	57.84000015258789	59.93600082397461	148604500	0	0.0
2019-10-25	59.54399871826172	66.0	59.22200012207031	65.6259994506836	150030500	0	0.0
2019-10-28	65.50800323486328	68.16799926757812	64.5199966430664	65.54199981689453	94351500	0	0.0
2019-10-29	63.99800109863281	64.86000061035156	62.95000076293945	63.24399948120117	63421500	0	0.0
2019-10-30	62.599998474121094	63.757999420166016	61.99399948120117	63.00199890136719	48209000	0	0.0
2019-10-31	62.619998931884766	63.79999923706055	62.599998474121094	62.98400115966797	25335000	0	0.0
2019-11-01	63.263999938964844	63.29600143432617	61.959999084472656	62.6619987487793	31919500	0	0.0
2019-11-04	62.959999084472656	64.38800048828125	61.85200119018555	63.49399948120117	43935000	0	0.0
2019-11-05	63.92399978637695	64.7020034790039	63.2239990234375	63.444000244140625	34717000	0	0.0
2019-11-06	63.599998474121094	65.34400177001953	62.900001525878906	65.31600189208984	39704500	0	0.0
2019-11-07	65.8280029296875	68.30000305175781	65.60399627685547	67.10800170898438	72336500	0	0.0
2019-11-08	66.9000015258789	67.49199676513672	66.5	67.4280014038086	30346000	0	0.0
2019-11-11	68.79000091552734	69.83799743652344	68.4000015258789	69.01799774169922	49933500	0	0.0
2019-11-12	69.37999725341797	70.0739974975586	68.80799865722656	69.98600006103516	36797000	0	0.0
2019-11-13	71.0	71.26599884033203	69.03600311279297	69.22200012207031	42100500	0	0.0
2019-11-14	69.22200012207031	70.76799774169922	68.58200073242188	69.87000274658203	32324500	0	0.0
2019-11-15	70.12799835205078	70.55999755859375	69.6719970703125	70.43399810791016	24045000	0	0.0
2019-11-18	70.58399963378906	70.62999725341797	69.22000122070312	69.99800109863281	22002000	0	0.0
2019-11-19	70.3499984741211	71.99800109863281	69.55999755859375	71.90399932861328	38624000	0	0.0
2019-11-20	72.0	72.23999786376953	69.91400146484375	70.44400024414062	33625500	0	0.0
2019-11-21	70.9020004272461	72.16799926757812	70.80000305175781	70.96600341796875	30550000	0	0.0
2019-11-22	68.03199768066406	68.19999694824219	66.0	66.60800170898438	84353000	0	0.0
2019-11-25	68.86399841308594	68.91400146484375	66.89199829101562	67.26799774169922	61697500	0	0.0
2019-11-26	67.05400085449219	67.0999984741211	65.41999816894531	65.78399658203125	39737000	0	0.0
2019-11-27	66.2239990234375	66.78600311279297	65.71399688720703	66.25800323486328	27778000	0	0.0
2019-11-29	66.22200012207031	66.25199890136719	65.5	65.98799896240234	12328000	0	0.0
2019-12-02	65.87999725341797	67.2760009765625	65.73799896240234	66.9739990234375	30372500	0	0.0
2019-12-03	66.52400207519531	67.58200073242188	66.43800354003906	67.23999786376953	32868500	0	0.0
2019-12-04	67.55000305175781	67.5719985961914	66.56999969482422	66.60600280761719	27665000	0	0.0
2019-12-05	66.56600189208984	66.88400268554688	65.44999694824219	66.0739974975586	18623000	0	0.0
2019-12-06	67.0	67.77200317382812	66.9540023803711	67.1780014038086	38062000	0	0.0
2019-12-09	67.31800079345703	68.88999938964844	67.01599884033203	67.90599822998047	45115500	0	0.0
2019-12-10	67.99199676513672	70.14600372314453	67.86199951171875	69.76799774169922	44141500	0	0.0
2019-12-11	70.3759994506836	71.43800354003906	70.21800231933594	70.54000091552734	34489000	0	0.0
2019-12-12	70.98400115966797	72.5479965209961	70.64600372314453	71.93599700927734	38819500	0	0.0
2019-12-13	72.20999908447266	73.04199981689453	70.9280014038086	71.6780014038086	32854500	0	0.0
2019-12-16	72.51000213623047	76.72200012207031	72.5	76.30000305175781	90871000	0	0.0
2019-12-17	75.7979965209961	77.0999984741211	75.18000030517578	75.7979965209961	42484000	0	0.0
2019-12-18	76.1259994506836	79.04399871826172	76.11599731445312	78.62999725341797	70605000	0	0.0
2019-12-19	79.46399688720703	81.37000274658203	79.30000305175781	80.80799865722656	90535500	0	0.0
2019-12-20	82.05799865722656	82.5999984741211	80.03800201416016	81.11799621582031	73763500	0	0.0
2019-12-23	82.35600280761719	84.4020004272461	82.0	83.84400177001953	66598000	0	0.0
2019-12-24	83.6719970703125	85.09400177001953	82.53800201416016	85.05000305175781	40273500	0	0.0
2019-12-26	85.58200073242188	86.69599914550781	85.2699966430664	86.18800354003906	53169500	0	0.0
2019-12-27	87.0	87.06199645996094	85.22200012207031	86.07599639892578	49728500	0	0.0
2019-12-30	85.75800323486328	85.80000305175781	81.85199737548828	82.94000244140625	62932000	0	0.0
2019-12-31	81.0	84.25800323486328	80.41600036621094	83.66600036621094	51428500	0	0.0
2020-01-02	84.9000015258789	86.13999938964844	84.34200286865234	86.052001953125	47660500	0	0.0
2020-01-03	88.0999984741211	90.80000305175781	87.38400268554688	88.60199737548828	88892500	0	0.0
2020-01-06	88.09400177001953	90.31199645996094	88.0	90.30799865722656	50665000	0	0.0
2020-01-07	92.27999877929688	94.32599639892578	90.6719970703125	93.81199645996094	89410500	0	0.0
2020-01-08	94.73999786376953	99.697998046875	93.64600372314453	98.4280014038086	155721500	0	0.0
2020-01-09	99.41999816894531	99.76000213623047	94.5739974975586	96.26799774169922	142202000	0	0.0
2020-01-10	96.35800170898438	96.98799896240234	94.73999786376953	95.62999725341797	64797500	0	0.0
2020-01-13	98.69999694824219	105.1259994506836	98.4000015258789	104.97200012207031	132588000	0	0.0
2020-01-14	108.85199737548828	109.48200225830078	104.9800033569336	107.58399963378906	144981000	0	0.0
2020-01-15	105.9520034790039	107.56800079345703	103.35800170898438	103.69999694824219	86844000	0	0.0
2020-01-16	98.75	102.89199829101562	98.43399810791016	102.697998046875	108683500	0	0.0
2020-01-17	101.52200317382812	103.13400268554688	100.63200378417969	102.0999984741211	68145500	0	0.0
2020-01-21	106.05000305175781	109.71600341796875	105.68199920654297	109.44000244140625	89017500	0	0.0
2020-01-22	114.37799835205078	118.9000015258789	111.81999969482422	113.91200256347656	156845000	0	0.0
2020-01-23	112.8499984741211	116.4000015258789	111.12000274658203	114.44000244140625	98255000	0	0.0
2020-01-24	114.1259994506836	114.77200317382812	110.85199737548828	112.96399688720703	71768000	0	0.0
2020-01-27	108.39800262451172	112.88800048828125	107.85600280761719	111.60399627685547	68040500	0	0.0
2020-01-28	113.697998046875	115.36199951171875	111.61599731445312	113.37999725341797	58942500	0	0.0
2020-01-29	115.13800048828125	117.95999908447266	113.48600006103516	116.197998046875	89007500	0	0.0
2020-01-30	126.48400115966797	130.17599487304688	123.5999984741211	128.16200256347656	145028500	0	0.0
2020-01-31	128.0	130.60000610351562	126.50399780273438	130.11399841308594	78596500	0	0.0
2020-02-03	134.73800659179688	157.22799682617188	134.70399475097656	156.0	235325000	0	0.0
2020-02-04	176.5919952392578	193.79800415039062	166.7760009765625	177.41200256347656	304694000	0	0.0
2020-02-05	164.65199279785156	169.1959991455078	140.82200622558594	146.94000244140625	242119000	0	0.0
2020-02-06	139.98399353027344	159.16600036621094	137.39999389648438	149.79200744628906	199404000	0	0.0
2020-02-07	146.11000061035156	153.9499969482422	146.0	149.61399841308594	85317500	0	0.0
2020-02-10	160.0	163.9980010986328	150.47999572753906	154.25599670410156	123446000	0	0.0
2020-02-11	153.75799560546875	156.70199584960938	151.60000610351562	154.87600708007812	58487500	0	0.0
2020-02-12	155.57400512695312	157.9499969482422	152.6739959716797	153.45799255371094	60112500	0	0.0
2020-02-13	148.3679962158203	163.60000610351562	147.0	160.8000030517578	131446500	0	0.0
2020-02-14	157.44400024414062	162.593994140625	157.10000610351562	160.00599670410156	78468500	0	0.0
2020-02-18	168.32000732421875	172.0	166.4720001220703	171.67999267578125	81908500	0	0.0
2020-02-19	184.6999969482422	188.95599365234375	180.20399475097656	183.48399353027344	127115000	0	0.0
2020-02-20	182.38999938964844	182.39999389648438	171.98800659179688	179.8820037841797	88174500	0	0.0
2020-02-21	181.39599609375	182.61199951171875	176.08999633789062	180.1999969482422	71574000	0	0.0
2020-02-24	167.8000030517578	172.6999969482422	164.44000244140625	166.75799560546875	75961000	0	0.0
2020-02-25	169.8000030517578	171.32000732421875	157.39999389648438	159.98199462890625	86452500	0	0.0
2020-02-26	156.5	162.66200256347656	155.2220001220703	155.75999450683594	70427500	0	0.0
2020-02-27	146.0	147.95399475097656	133.8000030517578	135.8000030517578	121386000	0	0.0
2020-02-28	125.94000244140625	138.10400390625	122.30400085449219	133.59800720214844	121114500	0	0.0
2020-03-02	142.2519989013672	148.73800659179688	137.33399963378906	148.7239990234375	100975000	0	0.0
2020-03-03	161.0	161.39599609375	143.2220001220703	149.1020050048828	128920000	0	0.0
2020-03-04	152.79200744628906	153.3040008544922	144.9459991455078	149.89999389648438	75245000	0	0.0
2020-03-05	144.75399780273438	149.14999389648438	143.61399841308594	144.9080047607422	54263500	0	0.0
2020-03-06	138.0	141.39999389648438	136.85400390625	140.6959991455078	63314500	0	0.0
2020-03-09	121.0780029296875	132.60000610351562	121.0	121.5999984741211	85368500	0	0.0
2020-03-10	131.88600158691406	133.60000610351562	121.5999984741211	129.0659942626953	77972000	0	0.0
2020-03-11	128.0399932861328	130.71600341796875	122.5999984741211	126.84600067138672	66612500	0	0.0
2020-03-12	116.1780014038086	118.9000015258789	109.25	112.11000061035156	94545500	0	0.0
2020-03-13	119.0	121.51399993896484	100.4000015258789	109.3239974975586	113201500	0	0.0
2020-03-16	93.9000015258789	98.9739990234375	88.43399810791016	89.01399993896484	102447500	0	0.0
2020-03-17	88.00199890136719	94.37000274658203	79.19999694824219	86.04000091552734	119973000	0	0.0
2020-03-18	77.80000305175781	80.97200012207031	70.10199737548828	72.24400329589844	118931000	0	0.0
2020-03-19	74.94000244140625	90.4000015258789	71.69200134277344	85.52799987792969	150977500	0	0.0
2021-07-14	670.75	678.6099853515625	652.8400268554688	653.3800048828125	21641200	0	0.0
2021-07-15	658.3900146484375	666.1400146484375	637.8800048828125	650.5999755859375	20209600	0	0.0
2021-07-16	654.6799926757812	656.7000122070312	642.2000122070312	644.219970703125	16371000	0	0.0
2021-07-19	629.8900146484375	647.2000122070312	621.2899780273438	646.219970703125	21297100	0	0.0
2021-07-20	651.989990234375	662.3900146484375	640.5	660.5	15487100	0	0.0
2021-07-21	659.6099853515625	664.8599853515625	650.2899780273438	655.2899780273438	13953300	0	0.0
2021-07-22	656.4400024414062	662.1699829101562	644.5999755859375	649.260009765625	15105700	0	0.0
2021-07-23	646.3599853515625	648.7999877929688	637.2999877929688	643.3800048828125	14604900	0	0.0
2021-07-26	650.969970703125	668.2000122070312	647.1099853515625	657.6199951171875	25336600	0	0.0
2021-07-27	663.4000244140625	666.5	627.239990234375	644.780029296875	32813300	0	0.0
2021-07-28	647.0	654.969970703125	639.4000244140625	646.97998046875	16006600	0	0.0
2021-07-29	649.7899780273438	683.6900024414062	648.7999877929688	677.3499755859375	30394600	0	0.0
2021-07-30	671.760009765625	697.530029296875	669.0	687.2000122070312	29656400	0	0.0
2021-08-02	700.0	726.9400024414062	698.4000244140625	709.6699829101562	33615800	0	0.0
2021-08-03	719.0	722.6500244140625	701.010009765625	709.739990234375	21620300	0	0.0
2021-08-04	711.0	724.9000244140625	708.9299926757812	710.9199829101562	17002600	0	0.0
2021-08-05	716.0	720.9500122070312	711.4099731445312	714.6300048828125	12919600	0	0.0
2021-08-06	711.9000244140625	716.3300170898438	697.6300048828125	699.0999755859375	15623000	0	0.0
2021-08-09	710.1699829101562	719.030029296875	705.1300048828125	713.760009765625	14715300	0	0.0
2021-08-10	713.989990234375	716.5900268554688	701.8800048828125	709.989990234375	13432300	0	0.0
2021-08-11	712.7100219726562	715.1799926757812	704.2100219726562	707.8200073242188	9800600	0	0.0
2021-08-12	706.3400268554688	722.7999877929688	699.4000244140625	722.25	17459100	0	0.0
2021-08-13	723.7100219726562	729.9000244140625	714.3400268554688	717.1699829101562	16731500	0	0.0
2021-08-16	705.0700073242188	709.5	676.4000244140625	686.1699829101562	22677400	0	0.0
2021-08-17	672.6599731445312	674.5800170898438	648.8400268554688	665.7100219726562	23721300	0	0.0
2021-08-18	669.75	695.77001953125	669.3499755859375	688.989990234375	20349400	0	0.0
2021-08-19	678.2100219726562	686.5499877929688	667.5900268554688	673.469970703125	14313500	0	0.0
2021-08-20	682.8499755859375	692.1300048828125	673.7000122070312	680.260009765625	14841900	0	0.0
2021-08-23	685.4400024414062	712.1300048828125	680.75	706.2999877929688	20264900	0	0.0
2021-08-24	710.6799926757812	715.219970703125	702.6400146484375	708.489990234375	13083100	0	0.0
2021-08-25	707.030029296875	716.969970703125	704.0	711.2000122070312	12645600	0	0.0
2021-08-26	708.3099975585938	715.4000244140625	697.6199951171875	701.1599731445312	13214300	0	0.0
2021-08-27	705.0	715.0	702.0999755859375	711.9199829101562	13833800	0	0.0
2021-08-30	714.719970703125	731.0	712.72998046875	730.9099731445312	18604200	0	0.0
2021-08-31	733.0	740.3900146484375	726.4400024414062	735.719970703125	20855400	0	0.0
2021-09-01	734.0800170898438	741.989990234375	731.27001953125	734.0900268554688	13204300	0	0.0
2021-09-02	734.5	740.969970703125	730.5399780273438	732.3900146484375	12777300	0	0.0
2021-09-03	732.25	734.0	724.2000122070312	733.5700073242188	15246100	0	0.0
2021-09-07	740.0	760.2000122070312	739.260009765625	752.9199829101562	20039800	0	0.0
2021-09-08	761.5800170898438	764.4500122070312	740.77001953125	753.8699951171875	18793000	0	0.0
2021-09-09	753.4099731445312	762.0999755859375	751.6300048828125	754.8599853515625	14077700	0	0.0
2021-09-10	759.5999755859375	762.6099853515625	734.52001953125	736.27001953125	15184200	0	0.0
2021-09-13	740.2100219726562	744.780029296875	708.8499755859375	743.0	22952500	0	0.0
2021-09-14	742.5700073242188	754.469970703125	736.4000244140625	744.489990234375	18524900	0	0.0
2021-09-15	745.0	756.8599853515625	738.3599853515625	755.8300170898438	15357700	0	0.0
2021-09-16	752.8300170898438	758.9099731445312	747.6099853515625	756.989990234375	13923400	0	0.0
2021-09-17	757.1500244140625	761.0399780273438	750.0	759.489990234375	28204200	0	0.0
2021-09-20	734.5599975585938	742.0	718.6199951171875	730.1699829101562	24757700	0	0.0
2021-09-21	734.7899780273438	744.739990234375	730.4400024414062	739.3800048828125	16330700	0	0.0
2021-09-22	743.530029296875	753.6699829101562	739.1199951171875	751.9400024414062	15126300	0	0.0
2021-09-23	755.0	758.2000122070312	747.9199829101562	753.6400146484375	11947500	0	0.0
2021-09-24	745.8900146484375	774.7999877929688	744.5599975585938	774.3900146484375	21373000	0	0.0
2021-09-27	773.1199951171875	799.0	769.3099975585938	791.3599853515625	28070700	0	0.0
2021-09-28	787.2000122070312	795.6400146484375	766.1799926757812	777.5599975585938	25381400	0	0.0
2021-09-29	779.7999877929688	793.5	770.6799926757812	781.3099975585938	20942900	0	0.0
2021-09-30	781.0	789.1300048828125	775.0	775.47998046875	17956000	0	0.0
2021-10-01	778.4000244140625	780.780029296875	763.5900268554688	775.219970703125	17031400	0	0.0
2021-10-04	796.5	806.969970703125	776.1199951171875	781.530029296875	30483300	0	0.0
2021-10-05	784.7999877929688	797.3099975585938	774.2000122070312	780.5900268554688	18432600	0	0.0
2021-10-06	776.2000122070312	786.6599731445312	773.219970703125	782.75	14632800	0	0.0
2021-10-07	785.4600219726562	805.0	783.3800048828125	793.6099853515625	19195800	0	0.0
2021-10-08	796.2100219726562	796.3800048828125	780.9099731445312	785.489990234375	16738600	0	0.0
2021-10-11	787.6500244140625	801.239990234375	785.5	791.9400024414062	14200300	0	0.0
2021-10-12	800.9299926757812	812.3200073242188	796.5700073242188	805.719970703125	22020000	0	0.0
2021-10-13	810.469970703125	815.4099731445312	805.780029296875	811.0800170898438	14120100	0	0.0
2021-10-14	815.489990234375	820.25	813.3499755859375	818.3200073242188	12247200	0	0.0
2021-10-15	823.739990234375	843.2100219726562	822.3499755859375	843.030029296875	18924600	0	0.0
2021-10-18	851.7899780273438	875.260009765625	851.469970703125	870.1099853515625	24207200	0	0.0
2021-10-19	877.530029296875	877.9500122070312	862.510009765625	864.27001953125	17381100	0	0.0
2021-10-20	865.3499755859375	869.489990234375	857.3800048828125	865.7999877929688	14032100	0	0.0
2021-10-21	856.0	900.0	855.5	894.0	31481500	0	0.0
2021-10-22	895.5	910.0	890.9600219726562	909.6799926757812	22880800	0	0.0
2021-10-25	950.530029296875	1045.02001953125	944.2000122070312	1024.8599853515625	62852100	0	0.0
2021-10-26	1024.68994140625	1094.93994140625	1001.4400024414062	1018.4299926757812	62415000	0	0.0
2021-10-27	1039.6600341796875	1070.8800048828125	1030.780029296875	1037.8599853515625	38526500	0	0.0
2021-10-28	1068.31005859375	1081.0	1054.199951171875	1077.0400390625	27213200	0	0.0
2021-10-29	1081.8599853515625	1115.2099609375	1073.2099609375	1114.0	29918400	0	0.0
2021-11-01	1145.0	1209.75	1118.6600341796875	1208.5899658203125	56048700	0	0.0
2021-11-02	1159.3599853515625	1208.5899658203125	1146.0	1172.0	42737800	0	0.0
2021-11-03	1177.3299560546875	1215.3900146484375	1152.6199951171875	1213.8599853515625	34628500	0	0.0
2021-11-04	1234.4100341796875	1243.489990234375	1217.0	1229.9100341796875	25397400	0	0.0
2021-11-05	1228.0	1239.8699951171875	1208.0	1222.0899658203125	21628800	0	0.0
2021-11-08	1149.7900390625	1197.0	1133.0	1162.93994140625	33445700	0	0.0
